,email,result,details
906,smcadmin@arm.catholic.edu.au,The email address smcadmin@arm.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt2.aspmx.l.google.com (5)
alt1.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP l22si13237514otu.312 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l22si13237514otu.312 - gsmtp
RCPT TO: <smcadmin@arm.catholic.edu.au>
250 2.1.5 OK l22si13237514otu.312 - gsmtp
QUIT
221 2.0.0 closing connection l22si13237514otu.312 - gsmtp"
907,stmarysnth-p.school@det.nsw.edu.au,The email address stmarysnth-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT007.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:38:38 +0000
HELO ip-adress.com
250 ME3AUS01FT007.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stmarysnth-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
908,stmarys-p.school@det.nsw.edu.au,The email address stmarys-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:38:48 +0000
HELO ip-adress.com
250 ME3AUS01FT003.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stmarys-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
909,stmaryssen-h.school@det.nsw.edu.au,The email address stmaryssen-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT022.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:38:57 +0000
HELO ip-adress.com
250 ME3AUS01FT022.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stmaryssen-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT022.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
910,stmarysth-p.school@det.nsw.edu.au,The email address stmarysth-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT022.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:39:06 +0000
HELO ip-adress.com
250 ME3AUS01FT022.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stmarysth-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
911,office.smwms@cg.catholic.edu.au,The email address office.smwms@cg.catholic.edu.au is valid,"MX records:
mxb-0028ea01.gslb.pphosted.com (5)
mxa-0028ea01.gslb.pphosted.com (5)

connected to mxb-0028ea01.gslb.pphosted.com

dialog with mxb-0028ea01.gslb.pphosted.com ok

220 mx0a-0028ea01.pphosted.com ESMTP pe-m0113155
HELO ip-adress.com
250 mx0a-0028ea01.pphosted.com Hello hazelnut.pi.activeminds.net [85.93.89.6], pleased to meet you
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender ok
RCPT TO: <office.smwms@cg.catholic.edu.au>
250 2.1.5 Recipient ok
QUIT
221 2.0.0 mx0a-0028ea01.pphosted.com Closing connection"
912,stmatthews@parra.catholic.edu.au,The email address stmatthews@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP e15si35788710wrg.438 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK e15si35788710wrg.438 - gsmtp
RCPT TO: <stmatthews@parra.catholic.edu.au>
250 2.1.5 OK e15si35788710wrg.438 - gsmtp
QUIT
221 2.0.0 closing connection e15si35788710wrg.438 - gsmtp"
913,info@stmcampsie.catholic.edu.au,The email address info@stmcampsie.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP v3si20556467otn.62 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK v3si20556467otn.62 - gsmtp
RCPT TO: <info@stmcampsie.catholic.edu.au>
250 2.1.5 OK v3si20556467otn.62 - gsmtp
QUIT
221 2.0.0 closing connection v3si20556467otn.62 - gsmtp"
914,info.01884@sydstu.catholic.edu.au,The email address info.01884@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP q5si10064289wma.7 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK q5si10064289wma.7 - gsmtp
RCPT TO: <info.01884@sydstu.catholic.edu.au>
250 2.1.5 OK q5si10064289wma.7 - gsmtp
QUIT
221 2.0.0 closing connection q5si10064289wma.7 - gsmtp"
915,smc-info@ww.catholic.edu.au,The email address smc-info@ww.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt2.aspmx.l.google.com (5)
alt1.aspmx.l.google.com (5)
alt3.aspmx.l.google.com (10)
alt4.aspmx.l.google.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP k11si3111414wms.93 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK k11si3111414wms.93 - gsmtp
RCPT TO: <smc-info@ww.catholic.edu.au>
250 2.1.5 OK k11si3111414wms.93 - gsmtp
QUIT
221 2.0.0 closing connection k11si3111414wms.93 - gsmtp"
916,stmonicasnparra@parra.catholic.edu.au,The email address stmonicasnparra@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
alt4.aspmx.l.google.com (30)
alt3.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP x25si17360592ott.207 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK x25si17360592ott.207 - gsmtp
RCPT TO: <stmonicasnparra@parra.catholic.edu.au>
250 2.1.5 OK x25si17360592ott.207 - gsmtp
QUIT
221 2.0.0 closing connection x25si17360592ott.207 - gsmtp"
917,info@mnac.nsw.edu,,
918,info@parra.catholic.edu.au,The email address info@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP t9si19686315oth.192 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK t9si19686315oth.192 - gsmtp
RCPT TO: <info@parra.catholic.edu.au>
250 2.1.5 OK t9si19686315oth.192 - gsmtp
QUIT
221 2.0.0 closing connection t9si19686315oth.192 - gsmtp"
919,sntadmin@arm.catholic.edu.au,The email address sntadmin@arm.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP j11si22597276ooj.2 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK j11si22597276ooj.2 - gsmtp
RCPT TO: <sntadmin@arm.catholic.edu.au>
250 2.1.5 OK j11si22597276ooj.2 - gsmtp
QUIT
221 2.0.0 closing connection j11si22597276ooj.2 - gsmtp"
920,stolivers@parra.catholic.edu.au,The email address stolivers@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP f13si10932630wrw.366 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK f13si10932630wrw.366 - gsmtp
RCPT TO: <stolivers@parra.catholic.edu.au>
250 2.1.5 OK f13si10932630wrw.366 - gsmtp
QUIT
221 2.0.0 closing connection f13si10932630wrw.366 - gsmtp"
921,spa@dbb.catholic.edu.au,The email address spa@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail2.dbb.catholic.edu.au (99)
mail1.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:40:34 +0000
HELO ip-adress.com
250 ME3AUS01FT006.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <spa@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
922,info@saintpatricks.nsw.edu.au,The email address info@saintpatricks.nsw.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP u1si6334381wrf.391 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK u1si6334381wrf.391 - gsmtp
RCPT TO: <info@saintpatricks.nsw.edu.au>
250 2.1.5 OK u1si6334381wrf.391 - gsmtp
QUIT
221 2.0.0 closing connection u1si6334381wrf.391 - gsmtp"
923,info@spcsutherland.catholic.edu.au,The email address info@spcsutherland.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP c64si17220769wma.195 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK c64si17220769wma.195 - gsmtp
RCPT TO: <info@spcsutherland.catholic.edu.au>
250 2.1.5 OK c64si17220769wma.195 - gsmtp
QUIT
221 2.0.0 closing connection c64si17220769wma.195 - gsmtp"
924,marketing@spc.nsw.edu.au,The email address marketing@spc.nsw.edu.au is not valid,"MX records:
spc-nsw-edu-au.mail.protection.outlook.com (0)

connected to spc-nsw-edu-au.mail.protection.outlook.com

dialog with spc-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT016.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:41:00 +0000
HELO ip-adress.com
250 SY4AUS01FT016.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <marketing@spc.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT016.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
925,info@stpcdulwichhill.catholic.edu.au,The email address info@stpcdulwichhill.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP k14si7192506wri.212 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK k14si7192506wri.212 - gsmtp
RCPT TO: <info@stpcdulwichhill.catholic.edu.au>
250 2.1.5 OK k14si7192506wri.212 - gsmtp
QUIT
221 2.0.0 closing connection k14si7192506wri.212 - gsmtp"
926,winstonhills@parra.catholic.edu.au,The email address winstonhills@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
alt4.aspmx.l.google.com (30)
alt3.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o22si19329270oik.205 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o22si19329270oik.205 - gsmtp
RCPT TO: <winstonhills@parra.catholic.edu.au>
250 2.1.5 OK o22si19329270oik.205 - gsmtp
QUIT
221 2.0.0 closing connection o22si19329270oik.205 - gsmtp"
927,www.stpaulsgreystanes@parra.catholic.edu.au,The email address www.stpaulsgreystanes@parra.catholic.edu.au is not valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP l20si11265003otu.223 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l20si11265003otu.223 - gsmtp
RCPT TO: <www.stpaulsgreystanes@parra.catholic.edu.au>
550-5.1.1 The email account that you tried to reach does not exist. Please try
550-5.1.1 double-checking the recipient's email address for typos or
550-5.1.1 unnecessary spaces. Learn more at
550 5.1.1  https://support.google.com/mail/?p=NoSuchUser l20si11265003otu.223 - gsmtp
QUIT
221 2.0.0 closing connection l20si11265003otu.223 - gsmtp"
928,office@stpaulsparish.org.au,The email address office@stpaulsparish.org.au is valid,"MX records:
mx01.mailcluster.com.au (10)
mx02.mailcluster.com.au (20)

connected to mx01.mailcluster.com.au

dialog with mx01.mailcluster.com.au ok

220 vmse04.mailcluster.com.au ESMTP Exim 20211005.1020 Mon, 25 Oct 2021 19:41:35 +1100
HELO ip-adress.com
250 vmse04.mailcluster.com.au Hello walnut.pi.activeminds.net [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 OK
RCPT TO: <office@stpaulsparish.org.au>
250 Accepted
QUIT
221 vmse04.mailcluster.com.au closing connection"
929,kmps@lism.catholic.edu.au,The email address kmps@lism.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt2.aspmx.l.google.com (5)
alt1.aspmx.l.google.com (5)
aspmx3.googlemail.com (10)
aspmx2.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP l206si17278115oif.57 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l206si17278115oif.57 - gsmtp
RCPT TO: <kmps@lism.catholic.edu.au>
250 2.1.5 OK l206si17278115oif.57 - gsmtp
QUIT
221 2.0.0 closing connection l206si17278115oif.57 - gsmtp"
930,info@stpauls.nsw.edu.au,The email address info@stpauls.nsw.edu.au is valid,"MX records:
stpauls-nsw-edu-au.mail.protection.outlook.com (10)

connected to stpauls-nsw-edu-au.mail.protection.outlook.com

dialog with stpauls-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT012.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:41:54 +0000
HELO ip-adress.com
250 ME3AUS01FT012.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <info@stpauls.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
931,info@spic.nsw.edu.au,The email address info@spic.nsw.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx3.googlemail.com (10)
aspmx2.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP 2si4523895wrb.138 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK 2si4523895wrb.138 - gsmtp
RCPT TO: <info@spic.nsw.edu.au>
250 2.1.5 OK 2si4523895wrb.138 - gsmtp
QUIT
221 2.0.0 closing connection 2si4523895wrb.138 - gsmtp"
932,amanda.gahan@syd.catholic.edu.au,The email address amanda.gahan@syd.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP q5si13278308wrg.335 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK q5si13278308wrg.335 - gsmtp
RCPT TO: <amanda.gahan@syd.catholic.edu.au>
250 2.1.5 OK q5si13278308wrg.335 - gsmtp
QUIT
221 2.0.0 closing connection q5si13278308wrg.335 - gsmtp"
933,pandfsecretary@stpetersbroulee.nsw.edu.au,The email address pandfsecretary@stpetersbroulee.nsw.edu.au is valid,"MX records:
ASPMX.L.GOOGLE.COM (1)
ALT2.ASPMX.L.GOOGLE.COM (5)
ALT1.ASPMX.L.GOOGLE.COM (5)
ASPMX3.GOOGLEMAIL.COM (10)
ASPMX2.GOOGLEMAIL.COM (10)
ASPMX4.GOOGLEMAIL.COM (10)
ASPMX5.GOOGLEMAIL.COM (10)

connected to ASPMX.L.GOOGLE.COM

dialog with ASPMX.L.GOOGLE.COM ok

220 mx.google.com ESMTP l4si12146728otq.46 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l4si12146728otq.46 - gsmtp
RCPT TO: <pandfsecretary@stpetersbroulee.nsw.edu.au>
250 2.1.5 OK l4si12146728otq.46 - gsmtp
QUIT
221 2.0.0 closing connection l4si12146728otq.46 - gsmtp"
934,stpeters@dbb.catholic.edu.au,The email address stpeters@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail1.dbb.catholic.edu.au (99)
mail2.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT017.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:42:27 +0000
HELO ip-adress.com
250 SY4AUS01FT017.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stpeters@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
935,admin@stockton.catholic.edu.au,The email address admin@stockton.catholic.edu.au is valid,"MX records:
stockton-catholic-edu-au.mail.protection.outlook.com (0)

connected to stockton-catholic-edu-au.mail.protection.outlook.com

dialog with stockton-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT023.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:42:36 +0000
HELO ip-adress.com
250 SY4AUS01FT023.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@stockton.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
936,stpeters-p.school@det.nsw.edu.au,The email address stpeters-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:42:46 +0000
HELO ip-adress.com
250 SY4AUS01FT021.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stpeters-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
